run_id,stage,design_id,manifest_row,model_id,provider,language,story_id,target_mode,repetition,ok,profile_entropy
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,133,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,4,True,0.459147917
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,134,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,5,True,0.479355941
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,135,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,6,True,0.49553803
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,136,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,7,True,0.499505135
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,137,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,8,True,0.499505135
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,138,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,9,True,0.49815826
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,139,deepseek/deepseek-v3.2,openrouter,en,T1,character_side,10,True,0.74861216
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,140,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,1,True,0.695733252
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,141,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,2,True,0.695733252
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,142,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,3,True,0.774444797
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,143,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,4,True,0.728593342
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,144,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,5,True,0.695733252
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,145,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,6,True,0.794074559
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,146,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,7,True,0.691451224
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,147,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,8,True,0.695733252
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,148,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,9,True,0.769708975
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,149,deepseek/deepseek-v3.2,openrouter,en,T2,reader_side,10,True,0.828768501
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,150,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,1,True,0.754145068
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,151,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,2,True,0.843443223
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,152,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,3,True,0.850976345
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,153,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,4,True,0.861751244
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,154,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,5,True,0.880058494
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,155,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,6,True,0.854049332
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,156,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,7,True,0.8676948
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,157,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,8,True,0.807767143
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,158,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,9,True,0.876913777
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,159,deepseek/deepseek-v3.2,openrouter,en,T2,character_side,10,True,0.87301749
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,160,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,1,True,0.995982352
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,161,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,2,True,0.968104455
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,162,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,3,True,0.976224152
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,163,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,4,True,0.957874809
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,164,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,5,True,0.89371374
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,165,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,6,True,0.993721179
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,166,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,7,True,0.976224152
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,167,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,8,True,0.976224152
icicic2026_benchmark_positioning_v1_main,main,icicic2026_benchmark_positioning_v1,168,deepseek/deepseek-v3.2,openrouter,en,T3,reader_side,9,True,0.982593448
